,cleanName,NAME,Type,valid,parkDistrict_x,parkDistrict_y,geometry
1629,recreation center - west bronx,west bronx recreation center,other,av,,X-04,POINT (-73.91940162772886 40.84427815079237)
1630,rienzi playground,rienzi playground,park_direct,av,,X-12,POINT (-73.85856742777166 40.88761828491264)
1631,recreation center - west bronx - expired,west bronx recreation center,other,av,,X-04,POINT (-73.91940162772886 40.84427815079237)
1632,rodney park center,rodney park center,park_direct,av,,B-01,POINT (-73.95671384330844 40.70849750773947)
1633,machate circle,machate circle,park_direct,av,,B-14,POINT (-73.97219026933574 40.65102797894071)
1634,jerome playground south,jerome playground south,park_direct,av,,X-04,POINT (-73.91382026863951 40.84483607618488)
1635,hunter's point park,hunter's point south park,other,av,,Q-02,POINT (-73.96094981511362 40.74251647664541)
1636,james madison plaza,james madison plaza,park_direct,av,,M-03,POINT (-74.00046514460335 40.71147188500351)
1637,tompkins square park,tompkins square park,park_direct,av,,M-03,POINT (-73.98171294109304 40.72645206138154)
1638,mccarren park ice skating rink,mccarren park,other,v,,B-01,POINT (-73.95182378580429 40.72087703051036)
1639,spring creek park,spring creek park,park_direct,av,,B-05,POINT (-73.86231468157364 40.65957581475392)
1640,spring creek park,spring creek park,park_direct,av,,B-18,POINT (-73.87867471262014 40.64038740404116)
1641,spring creek park,spring creek park,park_direct,av,,B-05,POINT (-73.87134493879834 40.65202441210602)
1642,eibs pond park,eibs pond park,park_direct,av,,R-01,POINT (-74.08111312820402 40.6111494197995)
1643,abyssinian tot lot,abyssinian tot lot,park_direct,av,,M-10,POINT (-73.94085448980387 40.81718119137246)
1644,arrochar playground,arrochar playground,park_direct,av,,R-02,POINT (-74.07093379469366 40.59774332781623)
1645,van cortlandt park - middle putnam trail and tibbets brook,van cortlandt park,empiric,av,,X-13,POINT (-73.88666707241306 40.89710151291683)
1646,rocket park,rocket park,park_direct,av,,Q-10,POINT (-73.84627851275499 40.67066781766306)
1647,146 st playground,playground 146,pgs,av,,Q-07,POINT (-73.82129999999999 40.74619999999985)
1648,pool - gertrude ederle,gertrude ederle recreation center,other,v,,M-07,POINT (-73.98872926914729 40.77129359618873)
1649,starlight park,starlight park,park_direct,av,,X-09,POINT (-73.88243407144402 40.8331856291284)
1650,triborough bridge playground e,triborough bridge playground e,park_direct,av,,Q-01,POINT (-73.92087468170887 40.77300381617236)
1651,staten island greenbelt - bucks hollow,greenbelt native plant center,empiric,av,,R-02,POINT (-74.18155504198339 40.5960761085245)
1652,firemen's memorial garden,firemen's memorial garden,park_direct,av,,M-03,POINT (-73.97796795286705 40.7242604039002)
1653,co-op city field,co-op city field,park_direct,av,,X-10,POINT (-73.82363421433507 40.87581526050418)
1654,de salvio playground,desalvio playground,pgs,av,,M-02,POINT (-73.9961 40.72159999999984)
1655,prospect park - south west,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
1656,tribute park,tribute park,park_direct,av,,Q-14,POINT (-73.83908010082052 40.58209678098752)
1657,garden playground,garden playground,park_direct,av,,B-04,POINT (-73.93831175446921 40.70109423302394)
1658,pelham bay park - south meadow,pelham bay park,empiric,av,,X-11,POINT (-73.80420185645582 40.8681072084011)
1659,riverbank state park,riverbank playground,pgs,v,,M-14,POINT (-73.9538 40.82569999999986)
1660,rodney park south,rodney park south,park_direct,av,,B-01,POINT (-73.95725896627623 40.70753017421036)
1661,devoe park,devoe park,park_direct,av,,X-07,POINT (-73.9062458435649 40.86331172644558)
1662,goble playground,goble playground,park_direct,av,,X-04,POINT (-73.91704568075029 40.84376708827627)
1663,bartlett playground,bartlett playground,park_direct,av,,B-01,POINT (-73.9460442990753 40.70091286280044)
1664,brownsville playground,brownsville playground,park_direct,av,,B-16,POINT (-73.90222156959476 40.65652469809721)
1665,triborough bridge playground d,triborough bridge playground d,park_direct,av,,Q-01,POINT (-73.92155654254657 40.77349304601159)
1666,pool - ps 10,ps 10 pool,pool,av,,Q-01,POINT (-73.9113 40.76069999999986)
1667,pool - brooklyn bridge park pop-up,brooklyn bridge park pool,pool,av,,B-02,POINT (-73.9986 40.69949999999985)
1668,pool - mariners harbor playground,mariners harbor playground,pgs,av,,R-01,POINT (-74.1605 40.63649999999986)
1669,sunrise playground - ps 195,sunrise playground,pgs,v,,Q-13,POINT (-73.7364 40.65269999999984)
1670,central park - lasker ice skating rink,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1671,pool - bronx river playground,bronx river playground pool,pool,v,,X-09,POINT (-73.87779999999999 40.83419999999985)
1672,van cortlandt park - saturn play equipment,van cortlandt park,empiric,av,,X-13,POINT (-73.88666707241306 40.89710151291683)
1673,sweetgum playground,sweetgum playground,pgs,av,,X-15,POINT (-73.8262 40.85119999999984)
1674,aqueduct walk - rosewood playground,rosewood playground,pgs,v,,X-14,POINT (-73.87100000000001 40.87299999999986)
1675,longfellow garden,longfellow garden,park_direct,av,,X-02,POINT (-73.88755686767396 40.82559506805865)
1676,bildersee playground,bildersee playground,park_direct,av,,B-18,POINT (-73.91164514842455 40.6356669839907)
1677,riverside park - baseball fields,riverside park,other,av,,M-14,POINT (-73.95365809523385 40.82606986895416)
1678,riverside park - baseball fields,riverside park,other,av,,M-14,POINT (-73.97456126834187 40.79883352294459)
1679,roberto clemente state park,roberto clemente ballfield,other,v,,B-01,POINT (-73.96766899401376 40.70635313618927)
1680,kosciusko street garden,kosciuszko street garden,other,av,,B-03,POINT (-73.93924877151923 40.69224458231935)
1681,prospect park - peninsula,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
1682,prospect park - prospect lake near duck island,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
1683,prospect park - vale of cashmere ellies lawn,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
1684,central park - reservoir southeast,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1685,prospect park - ravine and the pools,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
1686,sutter ballfields,sutter ballfields,park_direct,av,,B-05,POINT (-73.88757357821403 40.67115826949215)
1687,alexander hamilton playground,alexander hamilton playground,park_direct,av,,M-09,POINT (-73.95128561125588 40.8230791548944)
1688,river garden,river garden,park_direct,av,,X-06,POINT (-73.87663046479751 40.84195219284761)
1689,prospect park - the nethermead,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
1690,west 87th street garden,w 87th street garden,other,av,,M-07,POINT (-73.97092623701404 40.78709135658342)
1691,louis cuvillier park,louis cuvillier park,park_direct,av,,M-11,POINT (-73.93089149423369 40.80090197678584)
1692,i am park,i-am-park,other,av,,X-01,POINT (-73.91019951925787 40.81129359517312)
1693,aqueduct walk - frisch field in bronx park,bronx park,other,av,,X-11,POINT (-73.87582007597459 40.85664005110435)
1694,parks council success garden,parks council success garden,park_direct,av,,M-10,POINT (-73.94281515817812 40.81380457652178)
1695,recreation center - a.r.r.o.w.,a.r.r.o.w. field house,other,v,,Q-01,POINT (-73.92628676451788 40.75582838691463)
1696,clove's tail,clove's tail,park_direct,av,,R-01,POINT (-74.1138294905349 40.61313762631762)
1697,straus park,straus park,park_direct,av,,M-07,POINT (-73.96817560408007 40.80174691926501)
1698,central park - great lawn playground,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1699,leonardo ingravallo playground,leonardo ingravallo playground,pgs,av,,Q-07,POINT (-73.8173 40.77619999999983)
1700,recreation center - highbridge,highbridge park,other,av,,M-12A,POINT (-73.93046510008581 40.8465014989529)
1701,recreation center - highbridge,highbridge park,other,av,,X-04,POINT (-73.92678915223533 40.84207696521291)
1702,bushwick inlet park,bushwick inlet park,park_direct,av,,B-01,POINT (-73.96052752236329 40.72396761879452)
1703,long island mews,long island mews,park_direct,av,,Q-02,POINT (-73.89020357986236 40.73609745673348)
1704,central park - park south,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1705,clawson playground - ps 50,clawson playground,pgs,av,,R-03,POINT (-74.1236 40.56049999999983)
1706,6bc botanical garden,6bc botanical garden,park_direct,av,,M-03,POINT (-73.98067513189581 40.72384189023886)
1707,weeping beech - margaret i carmen green,margaret i. carman green - weeping beech,other,av,,Q-07,POINT (-73.82463948670697 40.76339653774627)
1708,agnes haywood playground,agnes haywood playground,park_direct,av,,X-12,POINT (-73.86181381551408 40.88029558949087)
1709,elmhurst park,elmhurst park,park_direct,av,,Q-04,POINT (-73.88512731981024 40.7298958018505)
1710,beach - coney island,coney island and coney island boardwalk,beach,av,,B-13,POINT (-73.94410000000001 40.57299999999984)
1711,charlton garden,charlton garden,park_direct,av,,X-03,POINT (-73.90710280634612 40.82468057588828)
1712,st nicholas - olive st garden,st. nicholas - olive st. garden,other,av,,B-01,POINT (-73.93905163219517 40.71330049018407)
1713,beach - rockaway,rockaway beach and boardwalk,beach,v,,Q-14,POINT (-73.7693 40.58979999999984)
1714,6bc botanical garden,6bc botanical garden,park_direct,av,,M-03,POINT (-73.98067513189581 40.72384189023886)
1715,risse st park,risse street park,other,v,,X-07,POINT (-73.88528622372152 40.87856504258405)
1716,jerome slope,jerome slope,park_direct,av,,X-04,POINT (-73.92591159174307 40.83249812734574)
1717,d'emic playground,d'emic playground,park_direct,av,,B-07,POINT (-74.00493948186876 40.65600884102152)
1718,project eden,project eden,park_direct,av,,Q-06,POINT (-73.85764656139978 40.71620403277826)
1719,hallets cove playground,hallets cove playground,park_direct,av,,Q-01,POINT (-73.93599622146365 40.77284518111206)
1720,recreation center - crotona park,crotona park,empiric,av,,X-03,POINT (-73.89489523245744 40.83858538262999)
1721,prospect park - prospect park west,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
1722,queens valley playground - ps 164,queens valley playground,pgs,av,,Q-08,POINT (-73.8237 40.72189999999984)
1723,wilson playground,wilson playground,park_direct,av,,B-18,POINT (-73.89485188637427 40.64267292644087)
1724,pool - marie curie park,marie curie park pool,pool,av,,Q-11,POINT (-73.77160000000001 40.75689999999984)
1725,willowbrook parkway,willowbrook parkway,park_direct,av,,R-02,POINT (-74.13479987647123 40.58355819293477)
1726,dr ronald e mcnair playground,dr. ronald e. mcnair playground,pgs,av,,M-11,POINT (-73.93810000000001 40.80259999999983)
1727,alley pond park - nature center,alley pond park,other,v,,Q-11,POINT (-73.74685854792372 40.75360765309033)
1728,hook creek marsh,hook creek park,other,v,,Q-13,POINT (-73.74219609295474 40.64877857708984)
1729,fred samuel playground,fred samuel playground,park_direct,av,,M-10,POINT (-73.93923671655432 40.81715574627109)
1730,sophie irene loeb,sophie irene loeb,park_direct,av,,M-03,POINT (-73.99430376840745 40.71328989269539)
1731,kennedy playground,kennedy playground,park_direct,av,,Q-11,POINT (-73.77933493403241 40.77171252712665)
1732,prospect park - willink hill,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
1733,st nicholas - powers st garden,st. nicholas - powers st. garden,other,av,,B-01,POINT (-73.93971528255072 40.712736547167)
1734,rev lena irons unity park,rev lena irons unity park,park_direct,av,,X-03,POINT (-73.90665740938842 40.83104432504859)
1735,pool - edenwald houses,edenwald houses pool,pool,av,,X-12,POINT (-73.84529999999999 40.88429999999985)
1736,hendrick i lott house,hendrick i. lott house,other,av,,B-18,POINT (-73.93264509148933 40.61032940906182)
1737,william h seward park,seward park,other,v,,M-03,POINT (-73.98922815891096 40.71479012686549)
1738,playground of the americas,playground of the americas,park_direct,av,,M-02,POINT (-74.00271469031985 40.72800274100596)
1739,hallets point playground - area b,hallets point playground (area b),pgs,av,,Q-01,POINT (-73.93729999999999 40.77429999999983)
1740,recreation center - betsy head cbo- amboy neighborhood center,amboy neighborhood center,other,av,,B-16,POINT (-73.91391347389448 40.6652344823309)
1741,staten island industrial park,staten island industrial park,park_direct,av,,R-02,POINT (-74.17401131402472 40.61258500661823)
1742,harlem lane playground,harlem lane playground,park_direct,av,,M-10,POINT (-73.93487731803077 40.8259802280033)
1743,bridge and tunnel park,bridge and tunnel park,park_direct,av,,Q-02,POINT (-73.95134140519028 40.74192880586941)
1744,brant point wildlife sanctuary,brant point wildlife sanctuary,park_direct,av,,Q-14,POINT (-73.80318389209309 40.59845899207443)
1745,mclaughlin park,mclaughlin park,park_direct,av,,B-02,POINT (-73.98604714298587 40.69651482200283)
1746,lie playground - real good park,real good park,pgs,v,,Q-06,POINT (-73.8573 40.73559999999983)
1747,central park - the lake,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1748,staten island greenbelt,greenbelt native plant center,empiric,av,,R-02,POINT (-74.18155504198339 40.5960761085245)
1749,marlboro playground,marlboro playground,park_direct,av,,B-13,POINT (-73.9808434702726 40.59121926469358)
1750,central park - wallach walk and east green,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1751,stop and go playground,stop  go playground,pgs,av,,X-06,POINT (-73.89879999999999 40.84509999999984)
1752,el puente - earth spirit garden,earth spirit garden,other,av,,B-01,POINT (-73.95942933596734 40.71253414153962)
1753,central park - reservoir running track and landscape,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1754,the amazing garden,the amazing garden,park_direct,av,,B-06,POINT (-74.00334404110312 40.68313576263199)
1755,rodney playground center,rodney playground center,park_direct,av,,B-01,POINT (-73.95557068356273 40.71025582994877)
1756,bridge park,bridge park,park_direct,av,,B-02,POINT (-73.98589888944289 40.70103768291663)
1757,bridge park,bridge park,park_direct,av,,X-05,POINT (-73.92706433216929 40.84631256450337)
1758,bridge park,bridge park,park_direct,av,,B-02,POINT (-73.98589888944289 40.70103768291663)
1759,bridge park,bridge park,park_direct,av,,X-05,POINT (-73.92706433216929 40.84631256450337)
1760,flushing meadows corona park,flushing meadows corona park,park_direct,av,,Q-15,POINT (-73.84178561075053 40.74327909895254)
1761,starlight park - peace park,starlight park,other,av,,X-09,POINT (-73.88243407144402 40.8331856291284)
1762,catbird playground,catbird playground,pgs,av,,M-08,POINT (-73.9448 40.77389999999983)
1763,drumgoole tot lot playground,drumgoole tot lot,other,v,,R-03,POINT (-74.17989045101127 40.54940095239881)
1764,starlight park - plimpton playground,plimpton playground,pgs,v,,X-04,POINT (-73.92230000000001 40.84399999999984)
1765,seaside playground - ps 225,seaside playground,pgs,v,,Q-14,POINT (-73.8309 40.58059999999983)
1766,pelham bay park - the meadow,pelham bay park,empiric,av,,X-11,POINT (-73.80420185645582 40.8681072084011)
1767,castlewood playground - ps 186,castlewood playground,pgs,av,,Q-13,POINT (-73.72239999999999 40.74929999999983)
